Speaker,About,Sentence
Ross,Gunther,"Gunther! Gunther. Gunther, please tell me you didn"
Ross,Joey,"Joey, I figured you"
Joey,Ross,"Come on Ross! Look, I"
Monica,Phoebe,"What Phoebe meant to say was umm, how come you"
Monica,Phoebe,The baby shower for Phoebe!
Ross,Joey,"Look, I gotta go pick up Ben. Everything so far sounds great Joey, just remember to keep it on the mellow side, okay? Just a couple of guys hanging out playing poker, no"
Monica,Phoebe,I know! Phoebe is gonna love dressing them in these!
Rachel,Phoebe,"Huh. Except, Phoebe"
Rachel,Phoebe,Hi! Phoebe. 
Monica,Phoebe,Hi Phoebe.
Rachel,Ross,"Oh, well, actually we were just talking about me not going to Ross"
Ross,Joey,"So what, Joey? Wh"
Joey,Ross,"Look Ross, I am so"
Monica,Rachel,"Rachel, get the book! The book!"
Joey,Chandler,"All right, okay, this is great, uh, Chandler, you get behind the desk. And"
Rachel,Phoebe,And you just get to be cool Aunt Phoebe!
Ross,Joey,Joey! The vet said it
Joey,Ross,"Ohh, great! Oh hey, listen Ross, thanks for being so cool about this."
Phoebe,Rachel,"Okay, okay, but Rachel"
Phoebe,Chandler,"Oh, hey, Chandler I wanna hug you too!"
Rachel,Don,"Oh, honey! Don"
Rachel,Phoebe,"Phoebe, I"
Rachel,Ross,You all know? Does Ross know?
Phoebe,Ross,"Oh no, Ross doesn"
Emily,Monica,"No. But, Monica and I were talking, and"
Ross,Monica,"Postpone it? Emily, do you think Monica realises how much our parents spent on this wedding? Do you my sister"
Emily,Don,Don
Phoebe,Ross,"So, did shopping make you feel any better about Ross?"
Phoebe,Ross,Yeah. I just need you to bring me some photos of Ross.
Phoebe,Ross,"Okay. Umm, before we get started, I just wanna say for the record that I love Ross, I think he"
Fergie,Chandler,Hi Chandler! 
Fergie,Joey,Joey says you don
Monica,Ross,"Ross, how long have you been planning this wedding?"
Phoebe,Joey,"Hey, Joey! Hey! Ooh! Ooh! I just say someone on the"
Emily,Monica,"Monica, why have you brought me here of all places?!"
Rachel,Ross,"Yeah, I have to tell Ross that I love him. Now honey, you take care, you don"
Minister,Ross,Friends. Family. We are gathered to celebrate here today the joyous union of Ross and Emily. 
Ross,Rachel,"Take thee, Rachel..."
Minister,Ross,Ross and Emily have made their declarations and it gives me great pleasure to declare them husband and wife.
Rachel,Ross,"Ross said my name up there, I mean, come on, I just can"
Rachel,Monica,"Monica, what should I do?"
Monica,Rachel,"Wait. Rachel, no, he"
Monica,Joey,"Joey, what are you doing? You promised Phoebe you wouldn"
Monica,Phoebe,"Joey, what are you doing? You promised Phoebe you wouldn"
Monica,Rachel,"Oh my God, Rachel! Hi!"
Chandler,Rachel,"Oh, hello Rachel."
Rachel,Ross,Ross said my name. Okay? 
Rachel,Ross,"Well, Ross said my name."
Chandler,Ross,"Well, Ross and Emily aren"
Joey,Felicity,"Felicity and I, we"
Joey,Monica,"Hey, Monica, wow you"
Monica,Phoebe,"Phoebe, I did not have sex."
Rachel,Ross,"Oh, come on Ross! I think it would be "
Chandler,Joey,"For the last time no! Get out! Get out, Joey!"
Joey,Ross,"Hey, Ross, Bodington's!"
Ross,Rachel,Isn't Rachel supposed to be back by now?
Rachel,Ross,"Oh Ross, come on! You just did what you had to do."
Chandler,Ross,"Oh, Ross, when you make out card"
Rachel,Ross,"What?! I didn't have a good time in Greece! Ross abandoned me! Okay, I couldn't get a plane out, so I had to stay in their honeymoon suite with people coming up to me all the time going, "
Rachel,Ross,"Yes it is! It is true! I went, I went after Ross in stupid London."
Phoebe,Stu,London is stupid! Stupid!
Rachel,Phoebe,"Phoebe, you were right. I should've never gone to London, and from now on you make all of my decisions for me."
Rachel,Monica,"That's fine. So Monica, "
Chandler,Rachel,"And uh, Rachel, glad to have you back. "
Monica,Joey,"Oh, Rachel, sweetie, look, here's a really cute picture of Joey and you at the reception."
Monica,Rachel,"Oh, Rachel, sweetie, look, here's a really cute picture of Joey and you at the reception."
Rachel,Ross,"Ohh, he's married! Ross is married. I can't"
Monica,Gunther,"If you would stop thinking about Ross for one minute you would notice that there are great guys everywhere! I mean, look! Look, Gunther! "
Monica,Ross,"If you would stop thinking about Ross for one minute you would notice that there are great guys everywhere! I mean, look! Look, Gunther! "
Rachel,Gunther,"Yeah, I guess Gunther is kinda"
Monica,Ross,"See, didn't I tell you?! You're getting over Ross already!"
Rachel,Monica,Is Monica around? I
Ross,Monica,"Oh, it's not so bad. Monica's gonna make potpourri! I think I'm gonna go wander out in the rain for a while."
Rachel,Ross,Y'know what Ross? You're not going anywhere. You're gonna sit right here. I'm gonna make you a cup of tea and we're gonna talk this thing whole out. All right? 
Monica,Dave,"I just ran into Dave and he told me that you blew him off! I mean, you listen to me! Now, I'm calling the shots! I say you leave Ross alone and go get Dave! What the hell were you trying to do?"
Monica,Ross,"I just ran into Dave and he told me that you blew him off! I mean, you listen to me! Now, I'm calling the shots! I say you leave Ross alone and go get Dave! What the hell were you trying to do?"
Monica,Rachel,Rachel!! Come on! Let me in!
Monica,Rachel,Rachel locked the door.
Monica,Rachel,Rachel! Let me in! Rachel!
Monica,Rachel,"Thank you. Rachel, can I talk to you outside for a sec?"
Monica,Rachel,"Well, Rachel wants to take swing dance lessons. Which I think is a really stupid idea! It's dangerous, she's never gonna get what she wants, and who knows who she might "
Ross,Monica,"Monica's right, swing dancing can be tricky. I'm gonna use the phone. I gotta cancel those five giant teddy bears I sent to Emily. "
Monica,Rachel,"All right, Rachel, I know"
Monica,Joey,"Joey, I'm in!"
Joey,Phoebe,Phoebe!
Rachel,Phoebe,"Phoebe, woo!"
Monica,Rachel,"No! Rachel, you didn't find anyone so you can't tell him."
Monica,Rachel,"Okay, Rachel, do you have any idea how painful it is to tell someone that you love them and not have them say it back?"
Rachel,Ross,"Okay. Uhh, Ross, y'know what, there's something that I"
Rachel,Ross,"Okay, Ross, I'm really trying to tell you something here."
Rachel,Ross,"Ross, things aren't gonna be weird between us, right? I mean was that just the stupidest thing, me telling you that?"
Phoebe,Joey,"Atlantic City, baby! Let's roll some bones! Hey Joey, high"
Monica,Phoebe,I can't believe Phoebe's gonna have her babies!
Chandler,Phoebe,"Y'know what else I can't believe? I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex."
Chandler,Rachel,"Y'know what else I can't believe? I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex."
Rachel,Joey,"Joey, how do you make "
Ross,Monica,"Hey, where are Monica and Rachel anyway?"
Ross,Rachel,"Hey, where are Monica and Rachel anyway?"
Ross,Dr. Oberman,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the "
Ross,Phoebe,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the "
Rachel,Phoebe,"Okay, Phoebe, honey, you gotta be kidding. I mean, you "
Rachel,Phoebe,"Phoebe, no! This is, this is insane."
Nurse,Rachel,Rachel.
Rachel,Dan,"Monica, this is Dan "
Rachel,Monica,"Monica, this is Dan "
Monica,Dan,Hello Dan! I'm 
Chandler,Dan,"So Dan, nurse not a doctor huh? Kinda girlie isn't it?"
Monica,Chandler,Chandler!
Joey,Ross,"I want the drugs Ross, I want the drugs! "
Monica,Dan,Bye Dan!
Dan,Monica,"Uh, bye Monica."
Frank,Frank Jr. Jr.,Frank Jr. Jr.!!
Frank,Leslie,"Yeah!! Little Leslie is here! We got another one! Oh my God, I can't believe I have two"
Frank,Chandler,"Come on little Chandler, it's time to be born. Come on little Chandler! Come on!"
Frank,Chandler,Chandler's a girl!
Frank,Chandler,"They musta read the sonogram wrong. 'Cause they, 'cause they thought it was a boy, but Chandler's a girl! Chandler's a girl!"
Monica,Dan,"Yeah. All right, I'm gonna go tell Dan that it's not gonna happen. "
Monica,Phoebe,"Phoebe, we are so proud of you! You're amazing!"
Phoebe,Chandler,They're gonna call her Chandler.
Joey,Ross,"Well, we were! But Ross was talking so loud on his phone they threw us out!"
Joey,Ross,Ross! Way to suck up to the family.
Joey,Don,"Don't worry, I had it dry"
Emily,Ross,"Ross, I'm only ringing to say stop harassing my relatives. Good"
Phoebe,Joey,"Hey, Joey, when you said the deal with Santa Clause, you meant?"
Rachel,Chandler,"So Chandler, have you heard about Monica's secret boyfriend?"
Rachel,Monica,"So Chandler, have you heard about Monica's secret boyfriend?"
Rachel,Joey,Maybe Joey's right. Maybe all good deeds are selfish.
Phoebe,Joey,I will find a selfless good deed! 'Cause I just gave birth to three children and I will not let them be raised in a world where Joey is right!
Rachel,Chandler,Chandler! 
Emily,Ross,"Ross, there's one thing that really scares me still."
Chandler,Rachel,"Well, you can't just not see Rachel anymore, she's one of your best friends."
Phoebe,Rachel,"Yeah, but you've known Rachel since High School and you cannot just cut her out of your life."
Monica,Joey,"Oh hey Joey! We've been watching all day, when are you gonna be on TV?"
Monica,Joey,"Uh, listen, I need that broiling pan that Joey borrowed the other day."
Rachel,Ross,"Ross? Look, whatever this relationship stuff that Emily wants, just give it to her. Come on, the bottom line here is that you love her. So just fix whatever she wants fixed. Just do it. "
Joey,Monica,Monica? What time is it?
Monica,Joey,Wait! What about Joey?
Phoebe,Chandler,"Oh weird, Chandler just told us he's got a conference there!"
Ross,Rachel,Is Rachel here? I gotta talk to her.
Ross,Rachel,"I told Emily to come. And I just need to y'know, talk to Rachel about it."
Phoebe,Rachel,"Wait a minute! So when Emily comes you're just, you're not gonna see Rachel anymore?"
Chandler,Monica,We're flipping Monica's mattress.
Monica,Joey,"Hey, Joey's ass! What are you doing?"
Chandler,Joey,"Oh, you should live with Joey, "
Chandler,Monica,"Oh yes! Monica, get in here! There's a high"
Monica,Chandler,Chandler!
Ross,Rachel,"Hey. Rachel, I"
Rachel,Ross,"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you."
Ross,Rachel,"Rachel, this is your apartment."
Chandler,Don,"Uh, no, I got to see Donald Trump waiting for an elevator."
Monica,Chandler,"Yeah. Umm, Chandler can I talk to you outside for a second?"
Monica,Chandler,Chandler! 
Chandler,Monica,Monica. 
Monica,Chandler,Chandler stole a twenty from my purse!
Ross,Rachel,You should've seen the look on her face. I don't want Rachel to hate me! I don't know what to do.
Rachel,Ross,"Look, I know you guys heard about the whole thing with me and Ross but y'know, I've been obsessing about it all day and I'd just "
Rachel,Ross,That's not Ross!
Chandler,Ross,"Okay, Ross is in the bathroom."
Rachel,Kip,"Oh my God, its happening. It's already started. I'm Kip."
Joey,Kip,"Hey, you're not Kip!"
Joey,Rachel,Who cares? You're Rachel! 
Chandler,Kip,"Kip, my old roommate, y'know we all used to hang out together."
Rachel,Monica,"See? Yeah, you told me the story. He and Monica dated when they broke up they couldn't even be in the same room together and you all promised that you would stay his friend and what happened? He got phased out!"
Rachel,Ross,"Well, of course I am! It's not gonna happen to Ross! He's your brother. "
Rachel,Phoebe,Phoebe? 
Phoebe,Joey,"Okay, but try and get Joey too."
Ross,Monica,"I talked to Monica, look, I'm the one who made the choice. "
Rachel,Ross,"Oh, Ross"
Ross,Joey,"No, no, it's okay. Really. They're plenty of people who just see their sisters at Thanksgiving and just see their college roommates at reunions and just see Joey at "
Monica,Chandler,Chandler that's crazy! If you give up every time you'd have a fight with someone you'd never be with anyone longer than
Phoebe,Don,"Oh hey, Monica, I heard you saw Donald Trump at your convention."
Phoebe,Monica,"Oh hey, Monica, I heard you saw Donald Trump at your convention."
Chandler,Joey,"Joey, can I talk to you for a second? "
Phoebe,Joey,We're so stupid! Do you know what's going on in there? They're trying to take Joey!
Gunther,Ross,"Oh, Ross? Ross! You can't put up flyers in here."
Joey,Ross,"Hey, Ross, you're okay with that?"
Monica,Joey,Now calm down Joey.
Joey,Rachel,"No! Everything's gettin' all messed up, y'know? Emily won't let Ross see Rachel, we're not gonna stop seeing Rachel, hence Ross stops seeing us!"
Joey,Ross,"No! Everything's gettin' all messed up, y'know? Emily won't let Ross see Rachel, we're not gonna stop seeing Rachel, hence Ross stops seeing us!"
Chandler,Joey,"Yeah I know, we're losing Ross, Joey said hence"
Chandler,Ross,"Yeah I know, we're losing Ross, Joey said hence"
Rachel,Monica,"Ohh, whoa God! Storage rooms give me the creeps! Monica, come on please hurry up honey! Please? "
Monica,Rachel,"Rachel, if you want the little round waffles, you gotta have to wait until I find the little waffle iron."
Joey,Ross,What's the matter Ross?
Monica,Rachel,"And he came at us with an axe, so Rachel had to use a bug bomb on him!"
Joey,Dan,"Yeah, you fogged Danny."
Joey,Danny,"Yeah, you fogged Danny."
Joey,Dan,"Dan just moved in downstairs. Yeah, he just got back from like this four"
Monica,Don,"Don't get too attached, she's having it cremated."
Rachel,Phoebe,"What? Uhh, Phoebe, honey, honey, I know you're quirky and I get a big kick out of it, we all do actually, but if you destroy a coat like this that is like a crime against nature! Not nature, "
Monica,Ross,"No, Ross, we do not hate Emily. We"
Monica,Ross,"God, I feel so guilty about Ross."
Chandler,Ross,"Uh, Ross?"
Joey,Ross,"Look, Ross, I feel really bad. I mean, you're going through all this stuff and I just acted like a jerk."
Joey,Ross,"Hey, y'know Ross, I think I kinda understand why I kinda lost it today."
Rachel,Dan,"Oh, I went to have pizza. With Danny."
Rachel,Danny,"Oh, I went to have pizza. With Danny."
Rachel,Ross,"Ross, I"
Rachel,Joey,"Okay. Okay. Joey, it's okay. Settle down."
Ross,Ugly Naked Guy,"Hey! Hey, look! Ugly Naked Guy's back!"
Joey,Rachel,"Well uh, I don't know about who's here, but I can tell you for damn sure who's not here and that's Rachel!!"
Ross,Rachel,"Y'know what? Uh, Rachel is here! "
Emily,Ross,"Ross, take me off speakerphone."
Emily,Rachel,How can you do this too me?! I thought I'd made my feelings about Rachel perfectly clear!
Rachel,Ross,"Ross, honey, is there anything we can do?"
Ross,Gunther,Yeah. You can help me get my furniture back from Gunther.
Monica,Larry,"Oh, Larry."
Monica,Larry,"Okay, knock yourself out, Larry."
Monica,Larry,Larry?
Monica,Larry,"Uh, look, Larry honey, umm, I wrote the book on Section 5 and I know that you don't have to wear your hat unless you're in the kitchen."
Rachel,Ross,How's Ross doing? Y'know since all the Emily stuff.
Rachel,Ross,"Oh, honey, please, no, I can't get started with all that Ross stuff again. I mean, he's gonna screwed up for a looong time. And besides y'know, I don't, I don't go for guys right after they get divorced."
Rachel,Dan,Hi Danny! 
Rachel,Danny,Hi Danny! 
Joey,Ross,Ross?
Joey,Chandler,"Come on, Chandler, Ross is our friend. He needs us right now, so why don't you be a grown up and come and watch some TV in the fort!"
Joey,Ross,"Come on, Chandler, Ross is our friend. He needs us right now, so why don't you be a grown up and come and watch some TV in the fort!"
Rachel,Dan,"Oh, hi Danny."
Rachel,Danny,"Oh, hi Danny."
Phoebe,Larry,"Oh, I took Larry there to eat but it was all violated. So we shut it down!"
Rachel,Don,Don't let him in! I'm supposed to be at a regatta gala.
Phoebe,Larry,"Hey, guys, you know what Larry would say? He would say, "
Joey,Ross,"But hey, Ross, this place is available now!"
Phoebe,Larry,"Okay, stop! Larry, okay, can't you just be Larry and not Larry the health inspector guy? Y'know I mean it was really exciting at first but now it's like, okay, so where are we gonna eat ever?"
Joey,Ross,"Maybe, maybe we did a good thing, helping Ross get back on his feet!"
Chandler,Ross,About Ross!
Monica,Dan,"Hey, Danny!"
Monica,Danny,"Hey, Danny!"
Danny,Rachel,Hey! Rachel!
Danny,Don,"Don't go anywhere, I'll be right back. "
Rachel,Dan,"No, it's all right, you can just drop the act Tommy. I know what's going on here. Your Danny's wingman right? You guys are best buds. Frat bros!"
Rachel,Danny,"No, it's all right, you can just drop the act Tommy. I know what's going on here. Your Danny's wingman right? You guys are best buds. Frat bros!"
Rachel,Tom,"No, it's all right, you can just drop the act Tommy. I know what's going on here. Your Danny's wingman right? You guys are best buds. Frat bros!"
Rachel,Tommy,"No, it's all right, you can just drop the act Tommy. I know what's going on here. Your Danny's wingman right? You guys are best buds. Frat bros!"
Ross,Phoebe,"Yeah. But, the good news is that Phoebe said that I could stay at her place for a while. So"
Joey,Phoebe,"But you can't stay with Phoebe, Ross! We're"
Joey,Ross,"But you can't stay with Phoebe, Ross! We're"
Chandler,Ross,"Yes! Ross, you have to stay!"
Chandler,Don,"Well, I see you've had a very productive day. Don't you think the cowboy hat is a little much?"
